Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
2/29/2016,62080,11368,NY,New York,Queens,New York,0,373300,0.004574812,0.008101539,0.053329571,0.069163951,0.041031677,2016-02,2016-Q1,373300,0,2016-02
2/29/2016,93144,79936,TX,El Paso,El Paso,El Paso,1,111000,0.000901713,-0.001798561,-0.003590664,-0.006189689,0.007802087,2007-12,2007-Q4,131000,-0.152671756,2006-07
2/29/2016,84630,60629,IL,Chicago,Cook,Chicago,2,139800,0.00071582,0.00286944,0.037091988,0.022305197,-0.047401519,2006-07,2006-Q3,232900,-0.399742379,2002-06
2/29/2016,96193,90650,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Norwalk,3,406600,0.006186587,0.017772215,0.079087049,0.071855207,-0.014574337,2006-08,2006-Q3,490100,-0.170373393,2005-05
2/29/2016,62037,11226,NY,New York,Kings,New York,4,565900,-0.002643638,-0.021949533,0.07401784,0.086127402,0.040191098,2015-11,2015-Q4,578600,-0.021949533,2015-10
2/29/2016,62093,11385,NY,New York,Queens,New York,5,543200,0.005553499,0.018754689,0.098483316,0.048776401,0.014687748,2016-02,2016-Q1,543200,0,2016-02
2/29/2016,96083,90201,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Bell,6,376500,0.009924893,0.038907285,0.102811951,0.093598178,-0.012438311,2007-02,2007-Q1,470600,-0.199957501,2005-06
2/29/2016,96125,90280,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,South Gate,7,371400,0.006231374,0.023140496,0.106674613,0.08809944,-0.015840625,2007-04,2007-Q2,474900,-0.217940619,2005-05
2/29/2016,61639,10025,NY,New York,New York,New York,8,1168000,0.009071274,-0.008152174,0.089349002,0.094954524,0.052379749,2015-08,2015-Q3,1248500,-0.064477373,2015-06
2/29/2016,62044,11234,NY,New York,Kings,New York,9,487100,0.005573906,0.021174004,0.075038623,0.021804311,0.002413163,2007-11,2007-Q4,509600,-0.044152276,2006-04
2/29/2016,84620,60618,IL,Chicago,Cook,Chicago,10,327800,0.002446483,0.009547274,0.053003534,0.038331039,-0.00320689,2006-11,2006-Q4,349600,-0.062356979,2005-10
2/29/2016,62046,11236,NY,New York,Kings,New York,11,378800,0.003177966,0.01827957,0.081667619,0.01266365,-0.001751747,2007-12,2007-Q4,454100,-0.165822506,2006-01
2/29/2016,96361,91331,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles,12,392100,0.006933744,0.020296643,0.06926643,0.093574819,-0.020877105,2006-09,2006-Q3,514100,-0.237307917,2005-01
2/29/2016,61148,8701,NJ,New York,Ocean,Lakewood Township,13,286800,0.012711864,0.029432879,0.074962519,0.046406875,-0.011140754,2006-03,2006-Q1,321000,-0.106542056,2005-02
2/29/2016,96816,92335,CA,Riverside,San Bernardino,Fontana,14,280300,0.011548178,0.031652558,0.090661479,0.121058915,-0.02709274,2006-06,2006-Q2,387200,-0.276084711,2004-12
2/29/2016,62019,11208,NY,New York,Kings,New York,15,370000,0.006802721,0.030066815,0.128737035,0.040008912,0.00537156,2008-02,2008-Q1,447800,-0.173738276,2006-05
2/29/2016,91733,77084,TX,Houston,Harris,Houston,16,147900,0.00339213,0.008179959,0.075636364,0.05984562,0.017781726,2016-02,2016-Q1,147900,0,2016-02
2/29/2016,62085,11373,NY,New York,Queens,New York,17,306300,-0.025763359,-0.094322886,-0.160591943,-0.007718744,,2015-01,2015-Q1,365200,-0.16128149,2013-02
2/29/2016,95992,90011,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles,18,333600,0.00270514,0.009990917,0.062420382,0.128836207,-0.011998412,2007-04,2007-Q2,428200,-0.220924801,2005-08
2/29/2016,84639,60639,IL,Chicago,Cook,Chicago,19,198600,0.008633824,0.029015544,0.110117384,0.039281196,-0.036984965,2006-09,2006-Q3,300600,-0.339321357,2003-01
2/29/2016,62018,11207,NY,New York,Kings,New York,20,330200,-0.008110544,-0.011673152,0.040983607,0.019436363,-0.002213869,2007-12,2007-Q4,389500,-0.15224647,2006-01
2/29/2016,96239,90805,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Long Beach,21,371700,0.005137912,0.017241379,0.074898785,0.081778585,-0.017284223,2006-08,2006-Q3,465800,-0.202018033,2005-03
2/29/2016,84693,60804,IL,Chicago,Cook,Cicero,22,134000,0.003745318,0.015921152,0.066878981,0.036704401,-0.045422059,2006-11,2006-Q4,221400,-0.394760614,2002-02
2/29/2016,84646,60647,IL,Chicago,Cook,Chicago,23,285100,0.003166784,0.007064641,0.038994169,0.027364839,-0.006561488,2006-07,2006-Q3,309600,-0.079134367,2005-07
2/29/2016,97771,94565,CA,San Francisco,Contra Costa,Pittsburg,24,337800,0.009563658,0.03208066,0.107177974,0.144793875,-0.032261674,2005-12,2005-Q4,469800,-0.280970626,2004-04
2/29/2016,62088,11377,NY,New York,Queens,New York,25,407400,0.002707359,0.047839506,0.126970954,0.043041089,0.032424404,2004-04,2004-Q2,424300,-0.039830309,2004-01
2/29/2016,96817,92336,CA,Riverside,San Bernardino,Fontana,26,395500,0.002280791,0.009701302,0.035340314,0.081022554,-0.020797155,2006-06,2006-Q2,499200,-0.207732372,2004-10
2/29/2016,61796,10456,NY,New York,Bronx,New York,27,260200,0.000384468,0.010093168,-0.008384146,0.013438371,-0.00420545,2008-07,2008-Q3,305600,-0.148560209,2007-10
2/29/2016,62025,11214,NY,New York,Kings,New York,28,550900,0.000181554,0.001818512,0.050333651,0.046887234,0.016030471,2015-12,2015-Q4,551400,-0.000906783,2015-12
2/29/2016,96882,92503,CA,Riverside,Riverside,Riverside,29,316000,0.005089059,0.017713366,0.084048027,0.098338185,-0.027119777,2006-08,2006-Q3,426000,-0.258215962,2004-09
2/29/2016,96368,91342,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles,30,433900,0.004863363,0.017827821,0.06635537,0.080296516,-0.01738925,2006-08,2006-Q3,535500,-0.189729225,2005-03
2/29/2016,62015,11204,NY,New York,Kings,New York,31,740600,0.000405241,0.007893304,0.056943057,0.062904199,0.028420204,2016-02,2016-Q1,740600,0,2016-02
2/29/2016,62023,11212,NY,New York,Kings,New York,32,316500,-0.005967337,-0.013096352,0.013448607,0.000379579,-0.003714444,2008-07,2008-Q3,388100,-0.184488534,2005-12
2/29/2016,84633,60632,IL,Chicago,Cook,Chicago,33,151700,-0.001973684,-0.001973684,0.056406685,0.012591187,-0.043473329,2006-04,2006-Q2,240100,-0.368179925,2002-11
2/29/2016,97223,93307,CA,Bakersfield,Kern,Bakersfield,34,143900,0.010533708,0.029327611,0.10437452,0.113404468,-0.04729423,2006-07,2006-Q3,238100,-0.395632087,2004-10
2/29/2016,96107,90250,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Hawthorne,35,512600,0.006084396,0.013043478,0.064368771,0.072462531,-0.006201391,2006-07,2006-Q3,549900,-0.067830515,2005-08
2/29/2016,84625,60623,IL,Chicago,Cook,Chicago,36,129900,-0.002304147,0.010108865,0.063011457,0.019056668,-0.039067641,2006-10,2006-Q4,198600,-0.34592145,2002-08
2/29/2016,96546,91911,CA,San Diego,San Diego,Chula Vista,37,412400,0.002918288,0.019026439,0.066184074,0.091577955,-0.01771307,2006-04,2006-Q2,496100,-0.168715985,2004-07
2/29/2016,90769,75217,TX,Dallas-Fort Worth,Dallas,Dallas,38,74000,0.012311902,0.040787623,0.195476575,0.092716805,-0.006893434,2006-02,2006-Q1,79300,-0.066834805,2004-03
2/29/2016,84619,60617,IL,Chicago,Cook,Chicago,39,105200,-0.001897533,0.000951475,0.015444015,-0.031879965,-0.036638605,2007-03,2007-Q1,162600,-0.35301353,2002-01
2/29/2016,96025,90044,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles,40,330700,0.001514234,0.011005809,0.085686146,0.096013825,-0.016584945,2007-04,2007-Q2,432100,-0.234667901,2005-06
2/29/2016,96488,91744,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,La Puente,41,393900,0.00587334,0.013117284,0.050119968,0.078301296,-0.011611586,2006-10,2006-Q4,463600,-0.150345125,2005-07
2/29/2016,61790,10314,NY,New York,Richmond,New York,42,412800,0.001212709,0.004623996,0.04216107,0.018471343,-0.000579544,2006-10,2006-Q4,423600,-0.025495751,2006-01
2/29/2016,61802,10462,NY,New York,Bronx,New York,43,110600,0.013748854,0.029795158,0.064485082,-0.003400831,,2010-02,2010-Q1,118700,-0.068239259,
2/29/2016,62039,11229,NY,New York,Kings,New York,44,546100,-0.004738473,-0.01050915,0.054247104,0.031215907,0.003929037,2015-12,2015-Q4,552800,-0.012120116,2015-11
2/29/2016,62067,11355,NY,New York,Queens,New York,45,400500,-0.004226753,-0.042095193,-0.101816551,-0.00109502,,2015-08,2015-Q3,456700,-0.123056711,2013-08
2/29/2016,96846,92376,CA,Riverside,San Bernardino,Rialto,46,270400,0.00933184,0.024630542,0.070891089,0.120632081,-0.02786287,2006-08,2006-Q3,372700,-0.274483499,2004-11
2/29/2016,62045,11235,NY,New York,Kings,New York,47,448200,0.003807391,0.0024603,0.007870474,0.012551968,0.020495148,2016-02,2016-Q1,448200,0,2016-02
2/29/2016,96465,91706,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Baldwin Park,48,375600,0.00562249,0.017059301,0.044203503,0.075269271,-0.012164137,2006-11,2006-Q4,448000,-0.161607143,2005-06
2/29/2016,96825,92345,CA,Riverside,San Bernardino,Hesperia,49,195700,0.010325245,0.026757608,0.099438202,0.118884677,-0.044400708,2006-07,2006-Q3,321700,-0.391669257,2004-08
2/29/2016,96545,91910,CA,San Diego,San Diego,Chula Vista,50,450200,0.007609669,0.029970259,0.102350637,0.081841268,-0.017895939,2005-10,2005-Q4,540400,-0.166913397,2004-06
2/29/2016,97567,94112,CA,San Francisco,San Francisco,San Francisco,51,834700,0.003848467,0.016068168,0.103954503,0.096128803,0.018999153,2016-02,2016-Q1,834700,0,2016-02
2/29/2016,62032,11221,NY,New York,Kings,New York,52,880200,0.003419973,0.020285151,0.187854251,0.196457794,0.07351804,2016-02,2016-Q1,880200,0,2016-02
2/29/2016,96990,92683,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,Westminster,53,565800,0.004973357,0.015981325,0.055793991,0.060099647,-0.009536655,2006-06,2006-Q2,636100,-0.110517214,2005-07
2/29/2016,97189,93257,CA,Visalia,Tulare,Porterville,54,156800,0.002557545,0.011612903,0.080634045,0.056719738,-0.028837285,2006-07,2006-Q3,220300,-0.288243305,2005-02
2/29/2016,62014,11203,NY,New York,Kings,New York,55,414500,0.006801069,0.024468611,0.075505968,0.027002383,0.005648037,2007-12,2007-Q4,468600,-0.115450277,2006-05
2/29/2016,96888,92509,CA,Riverside,Riverside,Rubidoux,56,318300,0.005369551,0.016283525,0.114886165,0.111884746,-0.02639057,2006-06,2006-Q2,423600,-0.248583569,2004-10
2/29/2016,98930,96797,HI,"Urban Honolulu, HI",Honolulu,Waipahu,57,580000,0.002939651,0.016473887,0.0804769,0.047087812,0.013522602,2016-02,2016-Q1,580000,0,2016-02
2/29/2016,97751,94544,CA,San Francisco,Alameda,Hayward,58,493100,0.005710789,0.017960363,0.104120018,0.129439224,-0.013396856,2006-08,2006-Q3,575600,-0.1433287,2005-03
2/29/2016,98325,95630,CA,Sacramento,Sacramento,Folsom,59,467100,0.004084265,0.015214084,0.067413163,0.059057624,-0.011805546,2005-12,2005-Q4,528800,-0.116679274,2004-12
2/29/2016,96110,90255,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Huntington Park,60,346800,0.004344049,0.015222482,0.032142857,0.083816274,-0.018593927,2007-07,2007-Q3,464000,-0.252586207,2005-02
2/29/2016,97431,93722,CA,Fresno,Fresno,Fresno,61,202400,0.002476474,0.007968127,0.051428571,0.064320583,-0.041426976,2006-04,2006-Q2,310800,-0.348777349,2004-04
2/29/2016,96208,90706,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Bellflower,62,430500,0.005606167,0.012702893,0.049743965,0.055057879,-0.01819991,2006-08,2006-Q3,537900,-0.199665365,2005-02
2/29/2016,84627,60625,IL,Chicago,Cook,Chicago,63,262700,0.00651341,0.025771183,0.061843169,0.017477126,-0.01269446,2007-10,2007-Q4,307300,-0.145135047,2004-08
2/29/2016,90654,75052,TX,Dallas-Fort Worth,Dallas,Grand Prairie,64,162300,0.004331683,0.018193225,0.108606557,0.067826764,0.015035274,2016-02,2016-Q1,162300,0,2016-02
2/29/2016,98432,95823,CA,Sacramento,Sacramento,Sacramento,65,214000,0.010864431,0.041869523,0.140724947,0.129515405,-0.040153305,2005-12,2005-Q4,324300,-0.340117175,2004-01
2/29/2016,97970,95076,CA,Santa Cruz,Santa Cruz,Watsonville,66,466200,0.007782101,0.02709848,0.088997898,0.100741373,-0.037015912,2006-02,2006-Q1,679800,-0.314210062,2004-03
2/29/2016,97104,93033,CA,Ventura,Ventura,Oxnard,67,383300,0.004981647,0.022678762,0.074873808,0.078817806,-0.033855282,2006-05,2006-Q2,551900,-0.305490125,2004-07
2/29/2016,61809,10469,NY,New York,Bronx,New York,68,374300,0.002678811,0.007808293,0.04816578,0.004934629,-0.008243067,2007-06,2007-Q2,441300,-0.151824156,2005-10
2/29/2016,84629,60628,IL,Chicago,Cook,Chicago,69,89700,0,0.004479283,-0.05279831,-0.033570534,-0.039485351,2008-02,2008-Q1,142900,-0.372288314,2001-04
2/29/2016,100179,99301,WA,Kennewick,Franklin,Pasco,70,174900,0.00459506,0.018637158,0.091079226,0.027385167,0.027456391,2016-02,2016-Q1,174900,0,2016-02
2/29/2016,84635,60634,IL,Chicago,Cook,Chicago,71,236800,0.002115954,0.007659574,0.061407441,0.034874676,-0.03366305,2007-02,2007-Q1,342100,-0.307804735,2002-10
2/29/2016,94940,85364,AZ,Yuma,Yuma,Yuma,72,114200,-0.004359198,-0.006092254,0.030685921,0.00624491,-0.039285884,2006-08,2006-Q3,174700,-0.346307956,2004-12
2/29/2016,91940,77449,TX,Houston,Harris,Cypress,73,151500,0.000660502,0.01,0.087580761,0.058897869,0.017636211,2016-02,2016-Q1,151500,0,2016-02
2/29/2016,72488,33186,FL,Miami-Fort Lauderdale,Miami-Dade,The Crossings,74,257400,0.004683841,0.014584155,0.081512605,0.088821055,-0.01724298,2007-03,2007-Q1,329200,-0.218104496,2005-05
2/29/2016,97202,93274,CA,Visalia,Tulare,Tulare,75,167300,0.007224564,0.021367521,0.101382488,0.077665857,-0.03258236,2006-07,2006-Q3,240100,-0.303206997,2004-11
2/29/2016,97004,92704,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,Santa Ana,76,463600,0.004985909,0.018901099,0.103021651,0.089716742,-0.023920934,2007-01,2007-Q1,614700,-0.245810965,2004-10
2/29/2016,72350,33012,FL,Miami-Fort Lauderdale,Miami-Dade,Hialeah,77,167600,0.000597015,0.010856454,0.084087969,0.091867783,-0.02103431,2007-09,2007-Q3,244800,-0.315359477,2005-04
2/29/2016,90668,75070,TX,Dallas-Fort Worth,Collin,McKinney,78,279800,0.009015507,0.026412326,0.143440948,0.08970151,0.038321949,2016-02,2016-Q1,279800,0,2016-02
2/29/2016,61797,10457,NY,New York,Bronx,New York,79,327800,0,-0.000609756,0.050977878,0.010123394,0.001507234,2007-03,2007-Q1,367900,-0.10899701,2006-05
2/29/2016,90780,75228,TX,Dallas-Fort Worth,Dallas,Dallas,80,129300,0.009367681,0.032747604,0.176524113,0.088029159,0.022901902,2016-02,2016-Q1,129300,0,2016-02
2/29/2016,84622,60620,IL,Chicago,Cook,Chicago,81,120600,0.004163197,0.01600674,0.056042032,-0.007933656,-0.023259317,2007-12,2007-Q4,165300,-0.270417423,2003-12
2/29/2016,96690,92154,CA,San Diego,San Diego,San Diego,82,394100,0.005870342,0.024168399,0.064847339,0.099018268,-0.019053958,2006-04,2006-Q2,480100,-0.179129348,2004-06
2/29/2016,84610,60608,IL,Chicago,Cook,Chicago,83,205100,-0.001946472,-0.008699855,0.081180812,0.024298631,-0.012588301,2006-06,2006-Q2,243600,-0.158045977,2005-02
2/29/2016,70828,30043,GA,Atlanta,Gwinnett,Lawrenceville,84,190600,0.003686151,0.016533333,0.073198198,0.053752351,0.000631781,2007-09,2007-Q3,196600,-0.03051882,2006-03
2/29/2016,72362,33024,FL,Miami-Fort Lauderdale,Broward,Pembroke Pines,85,209900,0.006714628,0.026908023,0.137669377,0.108872523,-0.025763059,2006-06,2006-Q2,282900,-0.258041711,2005-03
2/29/2016,96113,90262,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Lynwood,86,338000,0.003562945,0.016541353,0.093143596,0.074851045,-0.022689996,2007-04,2007-Q2,467100,-0.276386213,2005-03
2/29/2016,93203,80013,CO,Denver,Arapahoe,Aurora,87,267600,0.005259204,0.022544899,0.163984341,0.104094966,0.028216732,2016-02,2016-Q1,267600,0,2016-02
2/29/2016,97764,94558,CA,Napa,Napa,Napa,88,539500,0.007093522,0.018308796,0.08159583,0.073969364,-0.012690997,2006-01,2006-Q1,613700,-0.12090598,2004-10
2/29/2016,97565,94110,CA,San Francisco,San Francisco,San Francisco,89,1216100,-0.004257758,-0.009690554,0.053904151,0.115334998,0.042144959,2015-08,2015-Q3,1247200,-0.024935856,2015-05
2/29/2016,97792,94587,CA,San Francisco,Alameda,Union City,90,708800,0.001554331,0.012860817,0.126868045,0.113537055,0.008372402,2016-02,2016-Q1,708800,0,2016-02
2/29/2016,97328,93550,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Palmdale,91,201100,0.008525577,0.028118609,0.084097035,0.095419272,-0.048120368,2006-08,2006-Q3,338600,-0.406083875,2004-05
2/29/2016,95315,87121,NM,Albuquerque,Bernalillo,Albuquerque,92,120300,-0.001659751,0.004173623,0.034393809,-0.017795436,-0.010283115,2007-08,2007-Q3,155500,-0.226366559,2004-11
2/29/2016,96911,92553,CA,Riverside,Riverside,Moreno Valley,93,241600,0.005828476,0.012997904,0.074733096,0.126805759,-0.036303837,2006-07,2006-Q3,362400,-0.333333333,2004-08
2/29/2016,97167,93230,CA,Hanford,Kings,Hanford,94,174900,0.003442341,0.01450116,0.053614458,0.024849041,-0.031990762,2006-06,2006-Q2,245500,-0.287576375,2004-10
2/29/2016,97023,92804,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,Anaheim,95,487900,0.012871082,0.029324895,0.084704313,0.072020546,-0.017717427,2006-09,2006-Q3,594400,-0.179172275,2004-12
2/29/2016,60594,7087,NJ,New York,Hudson,Union City,96,308300,-0.003233107,-0.008043758,0.045793758,0.030887109,-0.016173185,2007-05,2007-Q2,407000,-0.242506143,2005-03
2/29/2016,96364,91335,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles,97,457900,0.007259129,0.025991486,0.080207596,0.080721617,-0.014590573,2006-06,2006-Q2,543700,-0.157807614,2005-05
2/29/2016,87074,66062,KS,Kansas City,Johnson,Olathe,98,211000,0.004761905,0.006679389,0.051844467,0.020544418,0.011716159,2016-02,2016-Q1,211000,0,2016-02
2/29/2016,96003,90022,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,East Los Angeles,99,361900,0.008639911,0.021162528,0.078045874,0.076356581,-0.013455037,2007-04,2007-Q2,453300,-0.201632473,2005-06
2/29/2016,96468,91710,CA,Riverside,San Bernardino,Chino,100,426000,0.004716981,0.014527268,0.02774427,0.072649091,-0.015277049,2006-05,2006-Q2,507600,-0.160756501,2005-02
2/29/2016,96667,92126,CA,San Diego,San Diego,San Diego,101,505200,0.001387512,0.01384708,0.061121613,0.069111415,0.000775267,2005-10,2005-Q4,506700,-0.002960332,2005-08
2/29/2016,61806,10466,NY,New York,Bronx,New York,102,353100,0.000283286,0.00455192,0.023478261,0.013316818,-0.008997336,2007-04,2007-Q2,427000,-0.173067916,2005-10
2/29/2016,60565,7055,NJ,New York,Passaic,Passaic,103,300700,0.005685619,0.021746517,0.048100383,0.043875071,-0.023390723,2007-06,2007-Q2,396000,-0.240656566,2005-02
2/29/2016,94748,85032,AZ,Phoenix,Maricopa,Phoenix,104,216500,0.005106778,0.02460956,0.105155692,0.120452593,-0.018255734,2006-04,2006-Q2,262900,-0.176492963,2005-07
2/29/2016,95806,89110,NV,Las Vegas,Clark,Las Vegas,105,144600,0.000692042,0.013314646,0.117465224,0.14838086,-0.04936499,2006-09,2006-Q3,252900,-0.428232503,2004-01
2/29/2016,74126,37042,TN,Clarksville,Montgomery,Clarksville,106,121200,-0.000824402,0.01,0.018487395,0.012857693,0.020851498,2016-01,2016-Q1,121300,-0.000824402,2016-01
2/29/2016,93123,79912,TX,El Paso,El Paso,El Paso,107,170100,0.00472534,0.011296076,0.026554013,-0.021678448,0.004828929,2010-11,2010-Q4,198100,-0.141342756,2006-06
2/29/2016,67182,22193,VA,Washington,Prince William,Woodbridge,108,277800,0.001803101,0.009447674,0.037728801,0.051126217,-0.03490333,2006-02,2006-Q1,396300,-0.299015897,2004-07
2/29/2016,97318,93535,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Lancaster,109,189300,0.010138741,0.031045752,0.074957411,0.077890548,-0.04670315,2006-08,2006-Q3,314400,-0.397900763,2004-05
2/29/2016,84541,60505,IL,Chicago,Kane,Aurora,110,106300,0.003777148,0.011417697,0.014312977,0.006914429,-0.034811668,2007-03,2007-Q1,155200,-0.31507732,2001-06
2/29/2016,84340,60085,IL,Chicago,Lake,Waukegan,111,88200,-0.004514673,-0.01010101,-0.037117904,-0.03148657,-0.053902226,2006-09,2006-Q3,156300,-0.435700576,
2/29/2016,69816,28269,NC,Charlotte,Mecklenburg,Charlotte,112,161700,0.003101737,0.010625,0.048638132,0.035071567,0.006139225,2016-02,2016-Q1,161700,0,2016-02
2/29/2016,96647,92105,CA,San Diego,San Diego,San Diego,113,349800,0.008359758,0.017748036,0.063221884,0.102548118,-0.013296111,2006-05,2006-Q2,403500,-0.133085502,2004-08
2/29/2016,97003,92703,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,Santa Ana,114,427300,0.010882423,0.028647087,0.084517766,0.092780882,-0.029218228,2007-01,2007-Q1,588700,-0.274163411,2004-09
2/29/2016,90764,75211,TX,Dallas-Fort Worth,Dallas,Dallas,115,104100,0.009699321,0.041,0.167040359,0.065788353,0.012432995,2016-02,2016-Q1,104100,0,2016-02
2/29/2016,65787,19120,PA,Philadelphia,Philadelphia,Philadelphia,116,79800,-0.008695652,-0.017241379,0.005037783,-0.012313676,-0.003321949,2007-09,2007-Q3,94600,-0.156448203,2005-10
2/29/2016,66843,21234,MD,Baltimore,Baltimore,Parkville,117,194600,0.005165289,0.011960478,0.010909091,0.008215089,-0.008387032,2007-07,2007-Q3,225400,-0.136645963,2005-08
2/29/2016,84616,60614,IL,Chicago,Cook,Chicago,118,374400,0.001605136,0.000534474,-0.002929427,0.015199101,-0.002580515,2007-09,2007-Q3,394700,-0.051431467,2005-02
2/29/2016,98848,96706,HI,"Urban Honolulu, HI",Honolulu,Ewa Beach,119,526100,0.004774637,0.015245079,0.076970317,0.061751818,0.012574443,2016-02,2016-Q1,526100,0,2016-02
2/29/2016,79040,48180,MI,Detroit,Wayne,Taylor,120,80700,0.011278195,0.039948454,0.106995885,0.072388761,-0.041346752,2005-08,2005-Q3,124200,-0.350241546,1998-09
2/29/2016,94820,85225,AZ,Phoenix,Maricopa,Chandler,121,217100,0.00323475,0.014960262,0.092052314,0.113545876,-0.018134774,2006-03,2006-Q1,261200,-0.168836141,2005-07
2/29/2016,98378,95687,CA,Vallejo,Solano,Vacaville,122,349800,0.006329114,0.021910605,0.073006135,0.096089992,-0.026292781,2006-04,2006-Q2,458600,-0.237243785,2004-06
2/29/2016,96007,90026,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles,123,746500,0.0159227,0.053634439,0.112352854,0.096436139,0.017452007,2016-02,2016-Q1,746500,0,2016-02
2/29/2016,84654,60657,IL,Chicago,Cook,Chicago,124,304300,0.002305665,0,-0.012654121,0.009882139,-0.005514189,2006-01,2006-Q1,321900,-0.054675365,2005-01
2/29/2016,72460,33157,FL,Miami-Fort Lauderdale,Miami-Dade,Village of Palmetto Bay,125,246600,0.006119951,0.026217228,0.151260504,0.113901624,-0.020965917,2007-04,2007-Q2,335500,-0.264977645,2005-04
2/29/2016,99013,97007,OR,Portland,Washington,Beaverton,126,354500,0.005673759,0.020731356,0.105739239,0.06602601,0.015086778,2016-02,2016-Q1,354500,0,2016-02
2/29/2016,95984,90003,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles,127,308500,0.004885993,0.016474465,0.096693921,0.126577957,-0.016380089,2007-01,2007-Q1,414100,-0.255010867,2005-07
2/29/2016,90612,75002,TX,Dallas-Fort Worth,Collin,Allen,128,253100,0.009976057,0.028443722,0.14888788,0.08425766,0.0354205,2016-02,2016-Q1,253100,0,2016-02
2/29/2016,96506,91766,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Pomona,129,339300,0.007123776,0.021372667,0.044964583,0.096974475,-0.017082412,2007-02,2007-Q1,421400,-0.194826768,2005-03
2/29/2016,97940,95035,CA,San Jose,Santa Clara,Milpitas,130,818200,-0.000488639,0.004666012,0.088610963,0.109982571,0.021595436,2016-01,2016-Q1,818600,-0.000488639,2016-01
2/29/2016,96934,92592,CA,Riverside,Riverside,Temecula,131,413500,0.002424242,0.009521484,0.031686627,0.076670113,-0.018579994,2006-05,2006-Q2,505200,-0.181512272,2004-05
2/29/2016,65779,19111,PA,Philadelphia,Philadelphia,Philadelphia,132,148600,-0.003353454,-0.000672495,0.01226158,-0.009926228,-0.021724361,2006-05,2006-Q2,186500,-0.203217158,2004-09
2/29/2016,84460,60402,IL,Chicago,Cook,Berwyn,133,170600,-0.000585823,0.005303477,0.044703001,0.03092787,-0.033997653,2006-11,2006-Q4,247100,-0.309591259,2002-08
2/29/2016,60599,7093,NJ,New York,Hudson,West New York,134,313600,-0.01754386,-0.040685225,0.006418485,0.015560507,-0.019690731,2007-05,2007-Q2,420900,-0.254929912,2004-11
2/29/2016,62026,11215,NY,New York,Kings,New York,135,1043800,0.014284326,0.056050182,0.169917059,0.111166449,0.059447351,2016-02,2016-Q1,1043800,0,2016-02
2/29/2016,61788,10312,NY,New York,Richmond,New York,136,442600,0.001357466,0.002945842,0.040921919,0.011309174,-0.00343619,2006-10,2006-Q4,466100,-0.050418365,2005-08
2/29/2016,93205,80015,CO,Denver,Arapahoe,Centennial,137,325500,0.00618238,0.023263125,0.143308746,0.092545146,0.027566486,2016-02,2016-Q1,325500,0,2016-02
2/29/2016,65810,19143,PA,Philadelphia,Philadelphia,Philadelphia,138,64600,-0.004622496,0.001550388,-0.03003003,-0.011366589,0.005750526,2009-03,2009-Q1,75400,-0.143236074,2006-07
2/29/2016,70829,30044,GA,Atlanta,Gwinnett,Lawrenceville,139,148600,0.008141113,0.027662517,0.096678967,0.061423404,-0.00773579,2007-02,2007-Q1,164400,-0.096107056,2002-09
2/29/2016,84611,60609,IL,Chicago,Cook,Chicago,140,121400,0.004135649,-0.024115756,-0.028022418,-0.033299462,-0.04284342,2007-02,2007-Q1,191300,-0.365394668,2002-03
2/29/2016,73233,34953,FL,Port St. Lucie,Saint Lucie,Port Saint Lucie,141,175200,0.010963647,0.042236764,0.19264806,0.114917237,-0.039259186,2006-02,2006-Q1,261500,-0.33001912,2004-07
